Comunidades Autónomas;Conceptos demográficos en el trimestre actual;Conceptos demográficos en el trimestre anterior;Periodo;Total
04 Balears, Illes;Permanencias;No detectadas;2020T1;""
04 Balears, Illes;Permanencias;Altas;2022T4;2.657
04 Balears, Illes;Permanencias;Altas;2022T3;7.366
04 Balears, Illes;Permanencias;Altas;2022T2;3.340
04 Balears, Illes;Permanencias;Altas;2022T1;2.752
04 Balears, Illes;Permanencias;Altas;2021T4;2.823
04 Balears, Illes;Permanencias;Altas;2021T3;6.465
04 Balears, Illes;Permanencias;Altas;2021T2;2.899
04 Balears, Illes;Permanencias;Altas;2021T1;2.581
04 Balears, Illes;Permanencias;Altas;2020T4;3.042
04 Balears, Illes;Permanencias;Altas;2020T3;2.532
04 Balears, Illes;Permanencias;Altas;2020T2;4.810
04 Balears, Illes;Permanencias;Altas;2020T1;""
04 Balears, Illes;Permanencias;Permanencias;2022T4;83.471
04 Balears, Illes;Permanencias;Permanencias;2022T3;83.897
04 Balears, Illes;Permanencias;Permanencias;2022T2;82.073
04 Balears, Illes;Permanencias;Permanencias;2022T1;82.006
04 Balears, Illes;Permanencias;Permanencias;2021T4;81.786
04 Balears, Illes;Permanencias;Permanencias;2021T3;81.437
04 Balears, Illes;Permanencias;Permanencias;2021T2;80.462
04 Balears, Illes;Permanencias;Permanencias;2021T1;80.122
04 Balears, Illes;Permanencias;Permanencias;2020T4;79.384
04 Balears, Illes;Permanencias;Permanencias;2020T3;80.270
04 Balears, Illes;Permanencias;Permanencias;2020T2;79.679
04 Balears, Illes;Permanencias;Permanencias;2020T1;""
04 Balears, Illes;Permanencias;Reactivaciones;2022T4;161
04 Balears, Illes;Permanencias;Reactivaciones;2022T3;272
04 Balears, Illes;Permanencias;Reactivaciones;2022T2;1.242
04 Balears, Illes;Permanencias;Reactivaciones;2022T1;197
04 Balears, Illes;Permanencias;Reactivaciones;2021T4;148
04 Balears, Illes;Permanencias;Reactivaciones;2021T3;257
04 Balears, Illes;Permanencias;Reactivaciones;2021T2;622
04 Balears, Illes;Permanencias;Reactivaciones;2021T1;208
04 Balears, Illes;Permanencias;Reactivaciones;2020T4;122
04 Balears, Illes;Permanencias;Reactivaciones;2020T3;1.059
04 Balears, Illes;Permanencias;Reactivaciones;2020T2;""
04 Balears, Illes;Permanencias;Reactivaciones;2020T1;""
04 Balears, Illes;Permanencias;Bajas;2022T4;""
04 Balears, Illes;Permanencias;Bajas;2022T3;""
04 Balears, Illes;Permanencias;Bajas;2022T2;""
04 Balears, Illes;Permanencias;Bajas;2022T1;""
04 Balears, Illes;Permanencias;Bajas;2021T4;""
04 Balears, Illes;Permanencias;Bajas;2021T3;""
04 Balears, Illes;Permanencias;Bajas;2021T2;""
04 Balears, Illes;Permanencias;Bajas;2021T1;""
04 Balears, Illes;Permanencias;Bajas;2020T4;""
04 Balears, Illes;Permanencias;Bajas;2020T3;""
04 Balears, Illes;Permanencias;Bajas;2020T2;""
04 Balears, Illes;Permanencias;Bajas;2020T1;""
04 Balears, Illes;Reactivaciones;No detectadas;2022T4;""
04 Balears, Illes;Reactivaciones;No detectadas;2022T3;""
04 Balears, Illes;Reactivaciones;No detectadas;2022T2;""
04 Balears, Illes;Reactivaciones;No detectadas;2022T1;""
04 Balears, Illes;Reactivaciones;No detectadas;2021T4;""
04 Balears, Illes;Reactivaciones;No detectadas;2021T3;""
04 Balears, Illes;Reactivaciones;No detectadas;2021T2;""
04 Balears, Illes;Reactivaciones;No detectadas;2021T1;""
04 Balears, Illes;Reactivaciones;No detectadas;2020T4;""
04 Balears, Illes;Reactivaciones;No detectadas;2020T3;""
04 Balears, Illes;Reactivaciones;No detectadas;2020T2;""
04 Balears, Illes;Reactivaciones;No detectadas;2020T1;""
04 Balears, Illes;Reactivaciones;Altas;2022T4;""
04 Balears, Illes;Reactivaciones;Altas;2022T3;""
04 Balears, Illes;Reactivaciones;Altas;2022T2;""
04 Balears, Illes;Reactivaciones;Altas;2022T1;""
04 Balears, Illes;Reactivaciones;Altas;2021T4;""
04 Balears, Illes;Reactivaciones;Altas;2021T3;""
04 Balears, Illes;Reactivaciones;Altas;2021T2;""
04 Balears, Illes;Reactivaciones;Altas;2021T1;""
04 Balears, Illes;Reactivaciones;Altas;2020T4;""
04 Balears, Illes;Reactivaciones;Altas;2020T3;""
04 Balears, Illes;Reactivaciones;Altas;2020T2;""
04 Balears, Illes;Reactivaciones;Altas;2020T1;""
04 Balears, Illes;Reactivaciones;Permanencias;2022T4;""
04 Balears, Illes;Reactivaciones;Permanencias;2022T3;""
04 Balears, Illes;Reactivaciones;Permanencias;2022T2;""
04 Balears, Illes;Reactivaciones;Permanencias;2022T1;""
04 Balears, Illes;Reactivaciones;Permanencias;2021T4;""
04 Balears, Illes;Reactivaciones;Permanencias;2021T3;""
04 Balears, Illes;Reactivaciones;Permanencias;2021T2;""
04 Balears, Illes;Reactivaciones;Permanencias;2021T1;""
04 Balears, Illes;Reactivaciones;Permanencias;2020T4;""
04 Balears, Illes;Reactivaciones;Permanencias;2020T3;""
04 Balears, Illes;Reactivaciones;Permanencias;2020T2;""
04 Balears, Illes;Reactivaciones;Permanencias;2020T1;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2022T4;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2022T3;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2022T2;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2022T1;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2021T4;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2021T3;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2021T2;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2021T1;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2020T4;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2020T3;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2020T2;""
04 Balears, Illes;Reactivaciones;Reactivaciones;2020T1;""
04 Balears, Illes;Reactivaciones;Bajas;2022T4;216
04 Balears, Illes;Reactivaciones;Bajas;2022T3;212
04 Balears, Illes;Reactivaciones;Bajas;2022T2;344
04 Balears, Illes;Reactivaciones;Bajas;2022T1;1.302
04 Balears, Illes;Reactivaciones;Bajas;2021T4;234
04 Balears, Illes;Reactivaciones;Bajas;2021T3;199
04 Balears, Illes;Reactivaciones;Bajas;2021T2;315
04 Balears, Illes;Reactivaciones;Bajas;2021T1;678
04 Balears, Illes;Reactivaciones;Bajas;2020T4;242
04 Balears, Illes;Reactivaciones;Bajas;2020T3;157
04 Balears, Illes;Reactivaciones;Bajas;2020T2;1.251
04 Balears, Illes;Reactivaciones;Bajas;2020T1;""
04 Balears, Illes;Bajas;No detectadas;2022T4;""
04 Balears, Illes;Bajas;No detectadas;2022T3;""
04 Balears, Illes;Bajas;No detectadas;2022T2;""
04 Balears, Illes;Bajas;No detectadas;2022T1;""
04 Balears, Illes;Bajas;No detectadas;2021T4;""
04 Balears, Illes;Bajas;No detectadas;2021T3;""
04 Balears, Illes;Bajas;No detectadas;2021T2;""
04 Balears, Illes;Bajas;No detectadas;2021T1;""
04 Balears, Illes;Bajas;No detectadas;2020T4;""
04 Balears, Illes;Bajas;No detectadas;2020T3;""
04 Balears, Illes;Bajas;No detectadas;2020T2;""
04 Balears, Illes;Bajas;No detectadas;2020T1;""
04 Balears, Illes;Bajas;Altas;2022T4;488
04 Balears, Illes;Bajas;Altas;2022T3;1.399
04 Balears, Illes;Bajas;Altas;2022T2;353
04 Balears, Illes;Bajas;Altas;2022T1;320
04 Balears, Illes;Bajas;Altas;2021T4;946
04 Balears, Illes;Bajas;Altas;2021T3;1.114
04 Balears, Illes;Bajas;Altas;2021T2;331
04 Balears, Illes;Bajas;Altas;2021T1;280
04 Balears, Illes;Bajas;Altas;2020T4;1.147
04 Balears, Illes;Bajas;Altas;2020T3;1.025
04 Balears, Illes;Bajas;Altas;2020T2;302
04 Balears, Illes;Bajas;Altas;2020T1;""
04 Balears, Illes;Bajas;Permanencias;2022T4;8.064
04 Balears, Illes;Bajas;Permanencias;2022T3;2.758
04 Balears, Illes;Bajas;Permanencias;2022T2;2.882
04 Balears, Illes;Bajas;Permanencias;2022T1;2.751
04 Balears, Illes;Bajas;Permanencias;2021T4;6.373
04 Balears, Illes;Bajas;Permanencias;2021T3;2.546
04 Balears, Illes;Bajas;Permanencias;2021T2;2.449
04 Balears, Illes;Bajas;Permanencias;2021T1;2.426
04 Balears, Illes;Bajas;Permanencias;2020T4;4.477
04 Balears, Illes;Bajas;Permanencias;2020T3;4.219
04 Balears, Illes;Bajas;Permanencias;2020T2;2.055
04 Balears, Illes;Bajas;Permanencias;2020T1;""
04 Balears, Illes;Bajas;Reactivaciones;2022T4;51
04 Balears, Illes;Bajas;Reactivaciones;2022T3;72
04 Balears, Illes;Bajas;Reactivaciones;2022T2;60
04 Balears, Illes;Bajas;Reactivaciones;2022T1;37
04 Balears, Illes;Bajas;Reactivaciones;2021T4;51
04 Balears, Illes;Bajas;Reactivaciones;2021T3;58
04 Balears, Illes;Bajas;Reactivaciones;2021T2;56
04 Balears, Illes;Bajas;Reactivaciones;2021T1;34
04 Balears, Illes;Bajas;Reactivaciones;2020T4;35
04 Balears, Illes;Bajas;Reactivaciones;2020T3;192
04 Balears, Illes;Bajas;Reactivaciones;2020T2;""
04 Balears, Illes;Bajas;Reactivaciones;2020T1;""
04 Balears, Illes;Bajas;Bajas;2022T4;""
04 Balears, Illes;Bajas;Bajas;2022T3;""
04 Balears, Illes;Bajas;Bajas;2022T2;""
04 Balears, Illes;Bajas;Bajas;2022T1;""
04 Balears, Illes;Bajas;Bajas;2021T4;""
04 Balears, Illes;Bajas;Bajas;2021T3;""
04 Balears, Illes;Bajas;Bajas;2021T2;""
04 Balears, Illes;Bajas;Bajas;2021T1;""
04 Balears, Illes;Bajas;Bajas;2020T4;""
04 Balears, Illes;Bajas;Bajas;2020T3;""
04 Balears, Illes;Bajas;Bajas;2020T2;""
04 Balears, Illes;Bajas;Bajas;2020T1;""
04 Balears, Illes;No detectadas;No detectadas;2022T4;""
04 Balears, Illes;No detectadas;No detectadas;2022T3;""
04 Balears, Illes;No detectadas;No detectadas;2022T2;""
04 Balears, Illes;No detectadas;No detectadas;2022T1;""
04 Balears, Illes;No detectadas;No detectadas;2021T4;""
04 Balears, Illes;No detectadas;No detectadas;2021T3;""
04 Balears, Illes;No detectadas;No detectadas;2021T2;""
04 Balears, Illes;No detectadas;No detectadas;2021T1;""
04 Balears, Illes;No detectadas;No detectadas;2020T4;""
04 Balears, Illes;No detectadas;No detectadas;2020T3;""
04 Balears, Illes;No detectadas;No detectadas;2020T2;""
04 Balears, Illes;No detectadas;No detectadas;2020T1;""
04 Balears, Illes;No detectadas;Altas;2022T4;""
04 Balears, Illes;No detectadas;Altas;2022T3;""
04 Balears, Illes;No detectadas;Altas;2022T2;""
04 Balears, Illes;No detectadas;Altas;2022T1;""
04 Balears, Illes;No detectadas;Altas;2021T4;""
04 Balears, Illes;No detectadas;Altas;2021T3;""
04 Balears, Illes;No detectadas;Altas;2021T2;""
04 Balears, Illes;No detectadas;Altas;2021T1;""
04 Balears, Illes;No detectadas;Altas;2020T4;""
04 Balears, Illes;No detectadas;Altas;2020T3;""
04 Balears, Illes;No detectadas;Altas;2020T2;""
04 Balears, Illes;No detectadas;Altas;2020T1;""
04 Balears, Illes;No detectadas;Permanencias;2022T4;""
04 Balears, Illes;No detectadas;Permanencias;2022T3;""
04 Balears, Illes;No detectadas;Permanencias;2022T2;""
04 Balears, Illes;No detectadas;Permanencias;2022T1;""
04 Balears, Illes;No detectadas;Permanencias;2021T4;""
04 Balears, Illes;No detectadas;Permanencias;2021T3;""
04 Balears, Illes;No detectadas;Permanencias;2021T2;""
04 Balears, Illes;No detectadas;Permanencias;2021T1;""
04 Balears, Illes;No detectadas;Permanencias;2020T4;""
04 Balears, Illes;No detectadas;Permanencias;2020T3;""
04 Balears, Illes;No detectadas;Permanencias;2020T2;""
04 Balears, Illes;No detectadas;Permanencias;2020T1;""
04 Balears, Illes;No detectadas;Reactivaciones;2022T4;""
04 Balears, Illes;No detectadas;Reactivaciones;2022T3;""
04 Balears, Illes;No detectadas;Reactivaciones;2022T2;""
04 Balears, Illes;No detectadas;Reactivaciones;2022T1;""
04 Balears, Illes;No detectadas;Reactivaciones;2021T4;""
04 Balears, Illes;No detectadas;Reactivaciones;2021T3;""
04 Balears, Illes;No detectadas;Reactivaciones;2021T2;""
04 Balears, Illes;No detectadas;Reactivaciones;2021T1;""
04 Balears, Illes;No detectadas;Reactivaciones;2020T4;""
04 Balears, Illes;No detectadas;Reactivaciones;2020T3;""
04 Balears, Illes;No detectadas;Reactivaciones;2020T2;""
04 Balears, Illes;No detectadas;Reactivaciones;2020T1;""
04 Balears, Illes;No detectadas;Bajas;2022T4;4.013
04 Balears, Illes;No detectadas;Bajas;2022T3;3.083
04 Balears, Illes;No detectadas;Bajas;2022T2;2.764
04 Balears, Illes;No detectadas;Bajas;2022T1;6.068
04 Balears, Illes;No detectadas;Bajas;2021T4;3.484
04 Balears, Illes;No detectadas;Bajas;2021T3;2.637
04 Balears, Illes;No detectadas;Bajas;2021T2;2.425
04 Balears, Illes;No detectadas;Bajas;2021T1;4.981
04 Balears, Illes;No detectadas;Bajas;2020T4;5.194
04 Balears, Illes;No detectadas;Bajas;2020T3;2.200
04 Balears, Illes;No detectadas;Bajas;2020T2;5.583
04 Balears, Illes;No detectadas;Bajas;2020T1;""
05 Canarias;Total;No detectadas;2022T4;5.651
05 Canarias;Total;No detectadas;2022T3;4.820
05 Canarias;Total;No detectadas;2022T2;5.564
05 Canarias;Total;No detectadas;2022T1;5.582
05 Canarias;Total;No detectadas;2021T4;5.517
05 Canarias;Total;No detectadas;2021T3;5.076
05 Canarias;Total;No detectadas;2021T2;5.197
05 Canarias;Total;No detectadas;2021T1;4.731
05 Canarias;Total;No detectadas;2020T4;4.596
05 Canarias;Total;No detectadas;2020T3;4.966
05 Canarias;Total;No detectadas;2020T2;2.348
05 Canarias;Total;No detectadas;2020T1;6.393
05 Canarias;Total;Altas;2022T4;4.820
05 Canarias;Total;Altas;2022T3;5.564
05 Canarias;Total;Altas;2022T2;5.582
05 Canarias;Total;Altas;2022T1;5.517
05 Canarias;Total;Altas;2021T4;5.076
05 Canarias;Total;Altas;2021T3;5.197
05 Canarias;Total;Altas;2021T2;4.731
05 Canarias;Total;Altas;2021T1;4.596
05 Canarias;Total;Altas;2020T4;4.966
05 Canarias;Total;Altas;2020T3;2.348
05 Canarias;Total;Altas;2020T2;6.393
05 Canarias;Total;Altas;2020T1;""
05 Canarias;Total;Permanencias;2022T4;125.490
05 Canarias;Total;Permanencias;2022T3;124.313
05 Canarias;Total;Permanencias;2022T2;123.399
05 Canarias;Total;Permanencias;2022T1;122.304
05 Canarias;Total;Permanencias;2021T4;121.556
05 Canarias;Total;Permanencias;2021T3;120.005
05 Canarias;Total;Permanencias;2021T2;119.168
05 Canarias;Total;Permanencias;2021T1;118.088
05 Canarias;Total;Permanencias;2020T4;117.459
05 Canarias;Total;Permanencias;2020T3;118.839
05 Canarias;Total;Permanencias;2020T2;115.625
05 Canarias;Total;Permanencias;2020T1;""
05 Canarias;Total;Reactivaciones;2022T4;322
05 Canarias;Total;Reactivaciones;2022T3;227
05 Canarias;Total;Reactivaciones;2022T2;228
05 Canarias;Total;Reactivaciones;2022T1;205
05 Canarias;Total;Reactivaciones;2021T4;241
05 Canarias;Total;Reactivaciones;2021T3;202
05 Canarias;Total;Reactivaciones;2021T2;238
05 Canarias;Total;Reactivaciones;2021T1;211
05 Canarias;Total;Reactivaciones;2020T4;207
05 Canarias;Total;Reactivaciones;2020T3;821
05 Canarias;Total;Reactivaciones;2020T2;""
05 Canarias;Total;Reactivaciones;2020T1;""
05 Canarias;Total;Bajas;2022T4;4.614
05 Canarias;Total;Bajas;2022T3;4.896
05 Canarias;Total;Bajas;2022T2;4.627
05 Canarias;Total;Bajas;2022T1;4.569
05 Canarias;Total;Bajas;2021T4;3.848
05 Canarias;Total;Bajas;2021T3;4.132
05 Canarias;Total;Bajas;2021T2;3.727
05 Canarias;Total;Bajas;2021T1;4.544
05 Canarias;Total;Bajas;2020T4;4.549
05 Canarias;Total;Bajas;2020T3;3.179
05 Canarias;Total;Bajas;2020T2;8.752
05 Canarias;Total;Bajas;2020T1;""
05 Canarias;Altas;No detectadas;2022T4;5.651
05 Canarias;Altas;No detectadas;2022T3;4.820
05 Canarias;Altas;No detectadas;2022T2;5.564
05 Canarias;Altas;No detectadas;2022T1;5.582
05 Canarias;Altas;No detectadas;2021T4;5.517
05 Canarias;Altas;No detectadas;2021T3;5.076
05 Canarias;Altas;No detectadas;2021T2;5.197
05 Canarias;Altas;No detectadas;2021T1;4.731
05 Canarias;Altas;No detectadas;2020T4;4.596
05 Canarias;Altas;No detectadas;2020T3;4.966
05 Canarias;Altas;No detectadas;2020T2;2.348
05 Canarias;Altas;No detectadas;2020T1;6.393
05 Canarias;Altas;Altas;2022T4;""
05 Canarias;Altas;Altas;2022T3;""
05 Canarias;Altas;Altas;2022T2;""
05 Canarias;Altas;Altas;2022T1;""
05 Canarias;Altas;Altas;2021T4;""
05 Canarias;Altas;Altas;2021T3;""
05 Canarias;Altas;Altas;2021T2;""
05 Canarias;Altas;Altas;2021T1;""
05 Canarias;Altas;Altas;2020T4;""
05 Canarias;Altas;Altas;2020T3;""
05 Canarias;Altas;Altas;2020T2;""
05 Canarias;Altas;Altas;2020T1;""
05 Canarias;Altas;Permanencias;2022T4;""
05 Canarias;Altas;Permanencias;2022T3;""
05 Canarias;Altas;Permanencias;2022T2;""
05 Canarias;Altas;Permanencias;2022T1;""
05 Canarias;Altas;Permanencias;2021T4;""
05 Canarias;Altas;Permanencias;2021T3;""
05 Canarias;Altas;Permanencias;2021T2;""
05 Canarias;Altas;Permanencias;2021T1;""
05 Canarias;Altas;Permanencias;2020T4;""
05 Canarias;Altas;Permanencias;2020T3;""
05 Canarias;Altas;Permanencias;2020T2;""
05 Canarias;Altas;Permanencias;2020T1;""
05 Canarias;Altas;Reactivaciones;2022T4;""
05 Canarias;Altas;Reactivaciones;2022T3;""
05 Canarias;Altas;Reactivaciones;2022T2;""
05 Canarias;Altas;Reactivaciones;2022T1;""
05 Canarias;Altas;Reactivaciones;2021T4;""
05 Canarias;Altas;Reactivaciones;2021T3;""
05 Canarias;Altas;Reactivaciones;2021T2;""
05 Canarias;Altas;Reactivaciones;2021T1;""
05 Canarias;Altas;Reactivaciones;2020T4;""
05 Canarias;Altas;Reactivaciones;2020T3;""
05 Canarias;Altas;Reactivaciones;2020T2;""
05 Canarias;Altas;Reactivaciones;2020T1;""
05 Canarias;Altas;Bajas;2022T4;""
05 Canarias;Altas;Bajas;2022T3;""
05 Canarias;Altas;Bajas;2022T2;""
05 Canarias;Altas;Bajas;2022T1;""
05 Canarias;Altas;Bajas;2021T4;""
05 Canarias;Altas;Bajas;2021T3;""
05 Canarias;Altas;Bajas;2021T2;""
05 Canarias;Altas;Bajas;2021T1;""
05 Canarias;Altas;Bajas;2020T4;""
05 Canarias;Altas;Bajas;2020T3;""
05 Canarias;Altas;Bajas;2020T2;""
05 Canarias;Altas;Bajas;2020T1;""
05 Canarias;Permanencias;No detectadas;2022T4;""
05 Canarias;Permanencias;No detectadas;2022T3;""
05 Canarias;Permanencias;No detectadas;2022T2;""
05 Canarias;Permanencias;No detectadas;2022T1;""
05 Canarias;Permanencias;No detectadas;2021T4;""
05 Canarias;Permanencias;No detectadas;2021T3;""
05 Canarias;Permanencias;No detectadas;2021T2;""
05 Canarias;Permanencias;No detectadas;2021T1;""
05 Canarias;Permanencias;No detectadas;2020T4;""
05 Canarias;Permanencias;No detectadas;2020T3;""
05 Canarias;Permanencias;No detectadas;2020T2;""
05 Canarias;Permanencias;No detectadas;2020T1;""
05 Canarias;Permanencias;Altas;2022T4;4.374
05 Canarias;Permanencias;Altas;2022T3;5.096
05 Canarias;Permanencias;Altas;2022T2;5.155
05 Canarias;Permanencias;Altas;2022T1;4.989
05 Canarias;Permanencias;Altas;2021T4;4.613
05 Canarias;Permanencias;Altas;2021T3;4.749
05 Canarias;Permanencias;Altas;2021T2;4.330
05 Canarias;Permanencias;Altas;2021T1;4.154
05 Canarias;Permanencias;Altas;2020T4;4.418
05 Canarias;Permanencias;Altas;2020T3;2.076
05 Canarias;Permanencias;Altas;2020T2;6.065
05 Canarias;Permanencias;Altas;2020T1;""
05 Canarias;Permanencias;Permanencias;2022T4;120.992
05 Canarias;Permanencias;Permanencias;2022T3;120.214
05 Canarias;Permanencias;Permanencias;2022T2;118.969
05 Canarias;Permanencias;Permanencias;2022T1;118.241
05 Canarias;Permanencias;Permanencias;2021T4;117.488
05 Canarias;Permanencias;Permanencias;2021T3;116.647
05 Canarias;Permanencias;Permanencias;2021T2;115.482
05 Canarias;Permanencias;Permanencias;2021T1;114.847
05 Canarias;Permanencias;Permanencias;2020T4;113.492
05 Canarias;Permanencias;Permanencias;2020T3;114.653
05 Canarias;Permanencias;Permanencias;2020T2;112.774
05 Canarias;Permanencias;Permanencias;2020T1;""
05 Canarias;Permanencias;Reactivaciones;2022T4;278
05 Canarias;Permanencias;Reactivaciones;2022T3;180
05 Canarias;Permanencias;Reactivaciones;2022T2;189
05 Canarias;Permanencias;Reactivaciones;2022T1;169
05 Canarias;Permanencias;Reactivaciones;2021T4;203
05 Canarias;Permanencias;Reactivaciones;2021T3;160
05 Canarias;Permanencias;Reactivaciones;2021T2;193
05 Canarias;Permanencias;Reactivaciones;2021T1;167
05 Canarias;Permanencias;Reactivaciones;2020T4;178
05 Canarias;Permanencias;Reactivaciones;2020T3;730
05 Canarias;Permanencias;Reactivaciones;2020T2;""
05 Canarias;Permanencias;Reactivaciones;2020T1;""
05 Canarias;Permanencias;Bajas;2022T4;""
05 Canarias;Permanencias;Bajas;2022T3;""
